orgnid,keyword1,keyword2
100113,4,349
201149,9,558
201149,5,105
201149,10,9884
201149,10,264
201149,16,31
201149,10,2252
100391,9,1223
100391,9,1713
100391,33,186
100391,1,29
100391,33,764
100391,9,522
100391,6,153
100391,10,2280
100391,8,298
100391,7,8556
100391,3,33
100391,4,170
100391,16,31
100391,33,215
100391,10,703
100391,8,463
100330,31,290
100330,10,182
100330,10,605
100330,10,2258
100330,9,706
100330,8,1455
100330,10,2834
100330,10,1620
100330,5,8620
100330,1,8987
100461,10,3283
100461,2,2498
100461,8,1649
100461,9,3306
100461,10,3371
100461,8,203
100461,2,421
100461,4,6
100461,8,241
100461,5,369
100461,8,375
100461,10,226
100461,9,661
100461,8,1127
100461,11,15
100461,2,4537
100461,33,5111
100461,10,177
100453,31,2719
100453,10,1414
100453,3,3719
100453,10,203
100453,10,156
100453,9,649
100453,3,595
100453,5,796
100453,10,10643
100453,1,82
100453,5,111
100453,3,92
100453,11,160
100453,31,4353
100453,2,96
100453,5,1268
100453,8,76
200625,8,501
200625,6,185
200625,1,390
200625,9,278
200625,3,1002
200625,3,102
200625,36,1433
200625,1,8102
200625,1,353
200625,6,89
200625,31,291
200625,3,4
200625,6,71
200625,4,41
200625,5,22
200625,8,38
200625,6,51
200625,10,156
200625,4,716
200625,4,170
200625,5,118
200625,4,384
200625,18,33
200625,33,1552
100057,8,38
100057,8,172
100057,1,284
100057,10,826
100057,1,1113
100057,9,298
100057,10,6080
100057,8,370
100057,8,298
100181,2,237
100181,2,872
100181,7,4113
100181,3,735
100181,4,864
100181,5,147
100181,2,23
100181,4,4685
100181,9,3790
100181,1,6584
100181,31,59
100181,3,12
100181,4,28
100181,3,237
100181,4,993
100181,3,1688
100181,4,75
100181,4,6
100181,3,133
100181,6,26
100181,7,1622
100181,2,2006
100181,4,90
100181,43,223
201361,5,124
201361,4,950
201361,13,15
201361,2,219
201361,3,65
201361,8,7259
201361,11,2332
201361,4,202
201361,3,358
201361,11,833
201361,9,3621
201361,6,2199
201361,8,224
201361,8,14315
201361,3,247
201361,6,153
201361,5,3537
201361,2,176
201361,1433,1932
201361,7,23
201361,5,230
201361,3,2326
201361,5,7459
201361,31,3461
201361,10,291
201361,4,6
201361,3,1673
201361,3,36
201361,3,292
201361,4,185
201361,8,4633
201361,8,126
201361,5,1255
201361,1,353
201361,31,2261
201361,2,157
201361,6,276
201393,1,960
201393,8,241
100241,9,2677
100241,8,501
100241,9,1353
100241,9,755
100241,7,7447
100241,9,4648
100241,1,345
201214,4,171
201214,31,290
201214,2,315
201214,3,15
201214,10,161
201214,3,2651
201214,5,131
201214,1,788
201214,20,33
201214,6,122
201214,4,3142
201214,9,14832
201214,11,4059
201214,4,893
201214,4,15
201214,3,34
201214,4,602
201214,6,4201
201214,4,267
201214,2,57
201214,3,93
201214,3,6135
201214,1,6535
201214,3,4
201214,9,1745
201214,5,6
201214,6,12
201214,10,1281
201214,11,14
201214,11,1383
201214,3,3182
201214,10,241
201214,2,354
201214,2,364
201214,3,20
400018,6,92
400018,8,489
400018,3,2426
400018,4,406
400018,3,286
400018,5,575
400018,1,132
400018,11,793
400018,1,4891
400018,7,1519
400018,2,69
400018,31,451
400018,4,6422
400018,3,6
400018,4,1311
400018,11,15
400018,7,527
400018,5,2762
400018,3,26
400018,3,15
400018,4,2849
400018,1,4672
100152,102,608
100152,3,652
100152,5,18281
100152,7,1749
100152,1433,2487
100152,2,336
100152,2,3
100152,3,15
100152,5,4602
100152,7,252
100152,11,15
100152,7,472
100152,2,407
100152,5,6
100152,8,136
100152,9,7365
100152,8,4165
100152,5,100
100152,33,232
100152,10,65
100152,6,71
100152,6,42
100152,3,25
100152,3,23
100152,8,519
100152,2,3618
100152,3,349
100152,3,347
100152,4,22
100152,7,175
100152,856,879
100152,3,89
201260,8,30
201260,8,257
201260,1,976
201260,1,2037
201260,9,6684
201260,1,140
201260,1,3327
201260,9,268
201260,9,419
201260,1,302
201260,1,5869
201260,5,575
201260,9,1082
201260,1,3603
201260,1,5911
100063,8,38
100081,9,10311
100081,5,1909
100081,1,214
100081,1,4487
100081,9,9876
100219,10,701
100219,4,20
100219,31,1141
100219,6,42
100219,2,230
100219,7,22
100219,4,166
100219,1,15033
100219,2,65
100219,11,90
100219,3,162
100219,3,359
100219,11,65
100219,1,46
100219,3,990
100219,2,360
100219,1,2103
100219,11,1317
100219,5,707
100219,1,73
100219,7,5178
100300,31,114
100300,8,3725
100300,9,2697
100300,9,112
100027,3,339
100027,3,4
100027,6,71
100027,7,593
100027,3,15
100027,4,36
100027,10,2898
100027,7,26
100027,5,34
100027,4,47
100027,6,115
100027,6,17
100027,6,230
100027,6,26
100027,3,251
100027,1,3921
100027,7,3469
100027,11,117
100027,3,1900
100027,5,145
100027,5,6728
100027,3,1099
100027,9,11594
100027,2,158
100027,31,1094
100027,8,11827
100027,5,19703
100027,3,337
100027,2,303
100027,11,631
100027,5,662
100027,9,651
100027,4,152
100027,33,343
100027,2,1045
100027,2,171
100027,4,135
100027,2,58
100027,3,7
100027,6,568
100027,2,12
100027,5,9593
100027,3,2526
100027,6,97
100027,5,6
100027,3,225
100027,11,22
100027,31,9182
100027,33,169
100027,8,1140
100027,8,136
100027,1,15463
100027,4,23
100027,6,2210
100027,5,26
100027,2,2666
100027,4,5170
100027,4,26
100404,11,377
100404,8,38
100404,5,730
100404,8,46
100404,9,9687
100404,8,60
100404,4,5101
100404,33,1433
100404,8,12073
100404,5,65
100404,8,560
100404,11,1050
100404,10,701
201243,1,1992
201243,10,2086
201243,2,173
201243,3,349
201243,2,159
201243,2,122
201243,2,18
201243,4,988
201243,33,2760
201243,3,219
201243,2,1002
201243,6,27
201243,8,289
201243,2,11
201243,1,231
201243,6,318
201243,11,16485
201243,6,243
201243,4,569
201243,1,1294
201243,4,5
201243,1,7794
201243,2,3
201243,3,114
201243,6,26
201243,7,37
201243,3,33
100090,8,257
100090,10,455
100111,6,2182
100111,9,640
100111,7,847
100111,7,1357
100111,31,400
100111,3,53
100112,1,61
100112,1,5327
100112,1,9923
100112,1,323
100112,1,15041
100112,1,1873
100112,1,5974
200654,9,1223
200654,10,161
200654,10,423
200654,5,796
200654,1,7639
200654,8,1711
200654,8,18198
200654,8,64
200654,9,45
200654,10,5890
201016,2,994
201016,6,1166
201016,33,1175
201016,11,12
201016,4,27
201016,2,166
201016,33,377
201016,3,127
201016,6,89
201016,6,35
201016,5,6647
201016,5,665
201016,9,65
201016,4,1706
201016,7,109
201016,33,47
201016,11,251
201016,5,5905
201016,33,223
201016,5,44
201016,8,8608
201016,4,41
201016,9,444
201016,4,328
201016,6,97
201016,2,42
201016,11,5368
201016,1,4727
201016,6,37
201016,2,5
201016,4,6
201016,2,19
201016,2,1401
201016,1,428
201016,31,338
201016,10,2856
201016,5,4075
201016,2,69
201016,7,1720
201016,4,53
201016,4,15
201016,2,13
201016,8,1087
201016,2,794
201016,3,65
100073,8,91
100073,31,129
100073,5,332
100073,9,24
100073,7,11158
100073,1,1754
100073,10,203
100073,9,134
100073,1,836
100296,10,550
100296,5,4423
100296,7,337
100296,2,186
100296,2,690
100296,31,192
100296,5,26
100296,1,2864
100296,5,7
100296,8,2512
100296,2,15
100296,7,116
100296,2,823
100296,11,631
100296,7,175
100296,2,647
100296,4,58
100296,11,183
100296,4,77
100296,8,119
100296,1,2040
100296,8,814
100296,8,45
100296,1,1992
100296,1,491
100296,7,274
100296,2,227
100296,5,1659
100296,1,3318
100296,8,211
100044,8,580
201180,9,253
201180,8,98
201180,10,76
201180,10,2240
201180,1,73
201180,8,172
201180,8,60
201180,9,3643
201180,9,45
201180,1,7623
201180,1,1606
100114,8,38
100114,10,343
100114,1,2486
100114,9,6040
100114,1,10029
100114,1,537
100114,10,703
100114,11,927
100070,4,672
100070,6,19
100070,9,2382
100070,9,1642
100113,5,496
100113,8,1127
100113,6,89
100113,4,896
100113,11,896
100113,1,327
100113,3,154
100113,6,153
100113,3,13
100113,2,57
100113,5,1185
100113,11,55
100113,4,4
100113,4,11
100113,6,12
100113,7,18
100113,1,803
100113,8,104
100113,3,20
100113,5,50
100113,6,97
100113,4,35
100113,3,7720
100113,5,1821
100113,6,109
100113,7,472
100113,6,276
100113,4,1998
201149,8,38
201149,8,78
201149,8,72
201149,8,30
201149,31,2467
201149,10,161
201149,9,4527
201149,9,1284
100391,15,33
100391,10,33
100391,1,425
100391,8,471
100391,6,42
100391,4,499
100391,2,47
100391,7,67
100391,13,33
100391,2,14
100391,8,88
100391,3,992
100391,11,55
100391,9,64
100391,2,15
100391,9,1003
100391,33,55
100391,8,1715
100391,33,179
100391,1,1202
100391,11,1074
100330,31,293
100330,4,110
100330,10,1667
100330,5,24
100330,7,23
100330,8,545
100330,10,3371
100330,31,605
100330,31,236
100330,8,78
100330,3,144
100330,8,221
100330,8,104
100330,10,716
100461,9,736
100461,9,119
100461,6,23
100461,11,12
100461,5,92
100461,3,4640
100461,3,124
100461,2,20
100461,7,190
100461,4,188
100461,2,15
100461,9,798
100461,6,42
100461,8,1241
100461,7,14
100461,9,1713
100461,9,1040
100461,33,7884
100461,10,463
100461,5,857
100461,5,19532
100461,4,5
100461,4,33
100453,7,153
100453,4,1245
100453,31,76
100453,2,71
100453,9,915
100453,5,3015
100453,9,253
100453,1,2134
100453,8,558
100453,8,177
100453,9,64
100453,9,1405
100453,3,778
200625,2,482
200625,3,482
200625,6,19
200625,7,13
200625,9,2664
200625,4,118
200625,8,72
200625,33,4419
200625,10,706
200625,33,125
200625,3,115
200625,4,102
200625,5,52
200625,4,124
200625,4,19
200625,10,826
200625,7,318
200625,2,552
200625,5,19
200625,2,11
100057,9,6074
100057,9,210
100057,31,19719
100057,1,960
100057,9,1407
100057,31,64
100181,3,829
100181,7,230
100181,4,15
100181,9,500
100181,5,55
100181,4,171
100181,3,69
100181,1,659
100181,2,388
100181,3,17
100181,1,345
100181,4,33
100181,9,351
100181,5,53
100181,10,4383
100181,3,115
100181,16,31
100181,5,568
100181,2,50
100181,10,264
100181,3,35
100181,5,2395
100181,3,89
100181,2,4
201361,10,11367
201361,8,91
201361,3,11
201361,10,460
201361,7,2212
201361,3,3006
201361,31,2297
201361,6,71
201361,8,451
201361,3,421
201361,7,7640
201361,4,943
201361,4,55
201361,4,89
201361,5,3012
201361,8,139
201361,4,188
201361,4,274
201361,10,1938
201361,33,1258
201361,6,35
201361,3,276
201361,6,42
201361,3,574
201361,4,171
201361,21,33
201361,8,731
201361,8,11068
201361,2,49
201361,6,1216
201361,2,19
201361,3,127
201361,5,1796
201361,2,51
201361,9,302
201361,5,11
201361,2,2586
201361,6,507
201393,1,3337
201393,10,451
201393,1,269
201393,1,842
201393,1,3105
201393,1,13003
201393,9,112
201393,8,203
100241,9,649
100241,9,1039
100241,8,10353
100241,31,888
100241,10,429
100241,16,21
201214,11,612
201214,11,655
201214,1,1857
201214,3,151
201214,5,20
201214,10,104
201214,7,2525
201214,10,730
201214,4,6322
201214,5,11
201214,3,476
201214,7,150
201214,11,1042
201214,8,156
201214,2,151
201214,3,90
201214,2,47
201214,5,615
201214,6,42
201214,2,262
201214,3,6
201214,6,171
201214,3,1666
201214,33,154
201214,9,973
201214,3,4714
201214,9,997
201214,9,1159
400018,8,101
400018,7,1007
400018,11,612
400018,8,1127
400018,2,23
400018,4,247
400018,6,171
400018,2,93
400018,6,26
400018,10,2710
100152,1,16
100152,11,47
100152,5,18
100152,7,895
100152,3,152
100152,5,1045
100152,4,15
100152,2,8292
100152,8,18492
100152,8,307
100152,2,498
100152,6,153
100152,5,33
100152,8,8406
100152,31,300
100152,33,193
100152,9,725
100152,4,49
100152,5,1808
100152,5,219
100152,33,179
100152,7,304
100152,5,42
100152,8,139
100152,2,52
100152,4,274
100152,2,193
100152,1433,3212
100152,3,158
100152,33,2962
100152,10,1743
100152,4,52
100152,7,15
100152,8,1190
100152,2,16864
100152,2,227
100152,4,27
100152,10,1746
100152,25,33
100152,1,12464
100152,7,12
100152,13,33
100152,1,368
100152,2,14
100152,31,1044
201260,9,9340
201260,10,826
201260,10,1620
201260,1,320
201260,8,1838
201260,1,726
201260,8,460
201260,8,213
201260,8,1877
201260,1,1546
201260,10,287
201260,7,286
201260,9,5786
201260,33,177
201260,1,12942
201260,1,1662
201260,9,50
201260,10,144
100063,3,1510
100063,3,496
100063,31,4992
100063,9,132
100063,8,370
100081,9,4003
100219,2,113
100219,33,675
100219,3,8171
100219,4,232
100219,9,45
100219,6,19
100219,3,850
100219,1,206
100219,3,232
100219,2,11
100219,11,102
100219,2,295
100219,5,51
100219,5,79
100219,5,286
100300,5,1167
100300,1,128
100300,8,59
100300,8,298
100300,9,260
100300,1,1537
100027,10,4271
100027,4,1619
100027,2,34
100027,3,13
100027,3,27
100027,33,764
100027,6,737
100027,2,361
100027,33,173
100027,2,66
100027,3,96
100027,2,18
100027,9,19785
100027,3,158
100027,6,709
100027,8,21
100027,11,37
100027,11,185
100027,6,5067
100027,5,235
100027,6,63
100027,3,179
100027,4,196
100027,8,1726
100027,4,2057
100027,11,223
100027,11,684
100027,11,90
100027,11,17761
100027,9,621
100027,33,196
100027,2,196
100027,4,56
100027,4,3609
100027,7,985
100027,9,5767
100027,8,30
100027,2,43
100027,1,16939
100027,4,168
100027,4,33
100027,3,66
100027,4,41
100027,6,66
100027,6,434
100027,6,89
100027,8,1479
100027,4,37
100027,3,817
100027,6,111
100027,6,248
100027,4,58
100027,2,20
100027,5,11356
100027,4,227
100027,33,2109
100027,5,1900
100027,5,49
100027,10,264
100404,8,1157
100404,8,211
100404,8,91
100404,11,927
100404,8,106
100404,1,958
100404,3,158
100404,8,573
100404,8,98
100404,1,3865
100404,8,220
100404,2,273
100404,33,3448
100404,33,1153
100404,1,1701
100404,1,1023
201243,5,35
201243,2,1019
201243,8,30
201243,4,3141
201243,10,211
201243,4,50
201243,6,63
201243,4,63
201243,11,37
201243,5,67
201243,6,534
201243,2,14
201243,33,336
201243,2,4708
201243,7,66
201243,3,20
201243,2,20
201243,4,15
201243,4,69
201243,31,136
201243,9,45
100090,8,1127
100090,8,4842
100111,5,348
100111,7,286
100112,1,17904
100112,11,843
200654,8,38
200654,8,398
200654,8,1734
200654,31,80
200654,8,545
200654,1,4220
200654,8,694
200654,8,211
200654,9,4365
201016,2,176
201016,3,58
201016,11,22
201016,5,31
201016,3,472
201016,3,69
201016,3,371
201016,2,194
201016,3,11
201016,5,151
201016,27,33
201016,11,4421
201016,2,1255
201016,4,28
201016,7,1403
201016,4,9549
201016,6,56
201016,3,12010
201016,7,367
201016,4,663
201016,2,168
201016,5,5129
201016,4,496
201016,3,201
201016,33,55
201016,6,12
201016,33,113
201016,33,1280
201016,2,6
201016,2,3504
201016,4,3862
201016,3,34
201016,33,227
201016,2,3681
201016,6,768
201016,2,56
201016,4,2216
201016,3,404
201016,2,823
201016,6,109
201016,33,2216
201016,5,113
100073,7,124
100073,6,71
100073,3,27
100296,11,686
100296,8,864
100296,8,3377
100296,31,205
100296,1,2449
100296,5,113
100296,8,136
100296,8,18343
100296,8,1434
100296,11,1042
100296,1,9277
100296,2,333
100296,8,915
100296,11,1977
100296,11,10883
100296,8,1347
100296,5,251
100296,6,56
100296,7,13595
100296,5,215
100296,10,177
100296,3,4
100296,11,10549
100296,1,231
100296,7,37
100296,4,90
100296,3,197
100296,8,1883
100296,8,172
100296,1,1302
100044,10,477
100044,8,637
100044,1,10993
100044,1,356
100044,1,54
201180,8,1435
201180,31,64
201180,10,2380
201180,3,34
201180,1,320
201180,1,17058
201180,8,501
201180,8,38
100114,31,76
100114,8,78
100114,9,265
100114,9,1765
100114,33,337
100070,9,7802
100113,3,19514
100113,11,102
100113,3,4801
100113,33,176
100113,2,12
100113,3,5
100113,11,382
100113,9,110
100113,10,570
100113,11,4416
100113,11,39
100113,3,52
100113,7,69
100113,6,681
100113,2,450
100113,6,63
100113,2,63
100113,11,414
100113,11,90
100113,11,846
100113,11,524
100113,4,43
100113,3,15
100113,6,430
100113,10,871
100113,1,5576
100113,7,17862
100113,3,556
100113,2,6
100113,4,3517
100113,2,96
201149,2,3225
201149,8,105
201149,31,4323
201149,5,475
201149,9,743
201149,3,99
201149,1,228
100391,9,268
100391,33,47
100391,9,2937
100391,8,501
100391,1,320
100391,11,856
100391,5,1902
100391,8,1753
100391,11,13
100391,31,5888
100391,7,456
100391,33,69
100391,8,1298
100391,8,1434
100391,4,1074
100391,10,6744
100391,3,14070
100330,8,737
100330,31,391
100330,8,1360
100330,8,945
100330,8,832
100330,4,239
100330,10,156
100330,31,1382
100330,6,288
100330,31,4065
100330,9,1078
100330,8,1044
100330,10,698
100461,18,33
100461,7,171
100461,16,31
100461,6,540
100461,8,172
100461,5,4384
100461,9,1419
100461,9,3664
100461,10,1048
100461,7,318
100461,9,302
100461,10,1572
100453,1,265
100453,10,30
100453,8,226
100453,9,5660
100453,3,5656
100453,3,1441
100453,4,28
100453,8,650
100453,7,201
100453,2,151
100453,8,545
100453,7,510
100453,10,220
100453,3,103
100453,2,75
100453,2,52
200625,3,22
200625,9,13890
200625,7,44
200625,1,1172
200625,1,73
200625,5,3091
200625,608,1433
200625,1,280
200625,7,3521
200625,1,1718
200625,4,2532
200625,5,646
200625,5,13
200625,6,13
200625,8,156
200625,4,11
200625,11,37
200625,2,542
200625,380,1433
200625,8,1127
200625,9,18373
200625,6,53
200625,3,89
200625,1,576
200625,3,542
200625,5,520
200625,4,13
200625,3,13
200625,3,890
200625,2,1373
200625,2,194
200625,7,504
200625,9,4227
100057,9,416
100057,8,198
100057,21,31
100057,10,104
100057,9,11525
100057,10,1624
100057,8,6052
100057,8,1470
100057,9,2688
100057,8,483
100057,8,1447
100181,4,1467
100181,3,1019
100181,33,266
100181,2,63
100181,3,5
100181,11,14065
100181,3,17790
100181,3,37
100181,7,3651
100181,3,240
100181,4,65
100181,5,47
100181,4,63
100181,9,5414
100181,11,1522
100181,5,575
100181,4,4559
100181,2,12
100181,31,5550
100181,3,3024
100181,2,56
100181,2,43
100181,4,817
100181,4,67
100181,31,8410
100181,33,151
100181,6,2338
100181,3,4
100181,3,110
201361,5,16733
201361,10,4243
201361,5,19191
201361,8,76
201361,31,2340
201361,31,8889
201361,4,2472
201361,5,630
201361,6,17
201361,2,681
201361,6,25
201361,5,86
201361,3,989
201361,6,66
201361,2,36
201361,6,20
201361,653,1433
201361,4,17
201361,4,15
201361,10,4383
201361,11,1522
201361,33,70
201361,6,173
201361,3,19
201361,5,542
201361,10,29
201361,2,2479
201361,2,22
201361,6,32
201361,6,248
201361,4,99
201361,6,79
201361,3,2479
201393,8,257
201393,10,91
201393,9,137
201393,9,6608
201393,31,64
201393,9,5703
201393,10,423
201393,6,19
201393,9,16961
201393,1,9250
201393,8,423
201393,9,164
201393,8,545
100241,1,1606
100241,8,73
100241,9,11078
100241,10,446
100241,1,506
100241,10,104
100241,10,5004
100241,8,545
100241,8,53
100241,8,487
201214,7,110
201214,11,479
201214,4,170
201214,11,2884
201214,10,483
201214,2,3599
201214,11,5398
201214,11,2479
201214,6,681
201214,5,15
201214,11,22
201214,9,2862
201214,1,4640
201214,9,13655
201214,6,201
201214,10,511
201214,11,18
201214,6,93
201214,6,56
201214,3,990
201214,3,28
201214,7,479
400018,7,223
400018,7,3871
400018,5,25
400018,27,31
400018,2,912
400018,2,34
400018,3,262
400018,2,4261
400018,1,19434
400018,2,121
400018,8,4284
400018,3,27
400018,10,98
400018,10,2392
400018,4,2002
400018,3,266
400018,1,13810
400018,1,2664
400018,6,56
400018,6,79
400018,4,89
400018,7,328
400018,5,170
400018,4,169
400018,4,170
400018,4,2786
100152,4,4484
100152,7,130
100152,33,133
100152,9,54
100152,5,5609
100152,33,79
100152,33,70
100152,1,4488
100152,5,150
100152,2,18
100152,10,10362
100152,1,2283
100152,5,125
100152,7,168
100152,2,171
100152,5,1415
100152,4,4310
100152,2,27
100152,2,354
100152,7,1651
100152,9,1664
100152,3,20
100152,2,53
100152,10,2574
100152,8,306
100152,1,1336
100152,1,12195
100152,2,1651
100152,6,14143
100152,11,13
100152,4,655
100152,5,50
100152,5,34
100152,4,811
100152,10,455
100152,31,2382
100152,11,382
100152,5,6832
100152,8,545
100152,3,219
100152,2,1235
100152,7,47
100152,7,720
201260,4,17
201260,8,2784
201260,10,88
201260,1,3979
201260,9,253
201260,10,104
201260,3,20
201260,1,11416
201260,8,736
201260,8,650
201260,8,307
201260,9,45
201260,8,11772
201260,33,1979
100063,8,6360
100063,8,1458
100063,8,88
100081,1,3387
100081,8,3577
100081,10,46
100081,8,10
100219,2,22
100219,5,366
100219,1,344
100219,5,205
100219,11,55
100219,2,13
100219,4,66
100219,8,213
100219,10,519
100219,2,63
100219,2,66
100219,3,39
100219,9,500
100219,10,13431
100219,9,8781
100219,6,63
100219,4,89
100219,5,538
100219,7,408
100300,9,19520
100300,8,1077
100300,9,997
100300,8,177
100027,4,1066
100027,11,87
100027,5,641
100027,11,875
100027,11,829
100027,11,102
100027,4,1659
100027,5,4563
100027,5,208
100027,2,42
100027,5,66
100027,5,17
100027,33,47
100027,1,16073
100027,5,117
100027,5,100
100027,4,243
100027,4,44
100027,4,96
100027,10,177
100027,33,227
100027,8,3489
100027,4,49
100027,4,903
100027,5,42
100027,1,1627
100027,4,43
100027,2,294
100027,5,131
100027,33,36
100027,7,12
100027,5,277
100027,33,9944
100027,4,145
100027,33,113
100027,4,520
100027,4,456
100027,1,3759
100027,1,845
100027,4,735
100027,11,152
100027,8,1114
100027,2,14
100027,7,223
100027,2,227
100027,4,8
100027,1,2103
100027,4,270
100027,5,1218
100027,11,183
100027,10,374
100027,7,90
100027,2,588
100027,5,202
100404,1,11
100404,4,5178
100404,8,139
100404,3,294
100404,3,69
100404,1,2888
100404,4,90
100404,8,3779
100404,11,207
201243,3,13
201243,2,42
201243,1,174
201243,2,7765
201243,2,388
201243,3,4
201243,5,4148
201243,10,266
201243,4,219
201243,2,1244
201243,4,44
201243,11,938
201243,6,56
201243,5,1900
201243,9,72
201243,11,4801
201243,4,22
201243,13,33
201243,10,1028
201243,6,3062
201243,6,12
201243,8,2576
201243,4,66
201243,3,2128
201243,5,276
201243,8,217
201243,3,56
100111,9,4176
100111,9,8431
100111,9,7690
100111,5,1362
100111,31,216
100111,7,41
100111,7,1733
100111,2,443
100111,9,10
100111,5,48
100111,5,13404
100111,5,678
100111,7,175
100111,5,5294
100111,7,110
100112,1,2899
100112,10,730
100112,8,1216
100112,5,14
200654,10,242
200654,1,7143
200654,1,578
200654,1,2211
200654,1,2643
200654,10,952
200654,7,130
200654,9,138
200654,8,21
200654,10,7683
201016,6,108
201016,33,675
201016,4,1265
201016,11,15
201016,2,66
201016,3,12
201016,33,43
201016,5,122
201016,5,1519
201016,11,1415
201016,5,3121
201016,6,26
201016,5,885
201016,33,37
201016,1,1648
201016,3,17
201016,4,17
201016,4,51
201016,3,52
201016,7,243
201016,6,534
201016,4,66
201016,6,341
201016,2,1175
201016,4,5362
100073,7,86
100073,9,1568
100073,2,3
100296,8,525
100296,9,172
100296,8,2853
100296,11,102
100296,31,2085
100296,10,5331
100296,2,20
100296,11,5700
100296,8,21
100296,5,55
100296,4,205
100296,7,3154
100296,8,10
100296,2,14
100296,11,12
100296,11,8496
100296,5,407
100296,6,263
100296,5,186
100296,11,333
100296,11,1008
100296,11,2145
100296,2,22
100296,2,3083
100296,4,5
100296,4,179
100296,2,183
100296,5,9287
100296,11,5321
100296,1,2964
100296,9,8222
100296,1,1329
100296,11,32
100296,2,4
100296,33,203
100296,8,483
100296,11,121
100296,10,264
100296,2,56
100296,5,1921
100296,8,60
100296,5,318
100296,7,450
100296,33,1784
100296,5,67
100296,3,99
100296,6,347
100296,1,356
100296,4,223
100296,10,2558
100044,31,4049
100044,10,455
100044,1,2254
100044,1,6035
201180,1,491
201180,1,138
201180,8,2339
201180,1,4635
201180,1,3612
201180,10,114
100114,1,422
100114,10,298
100114,8,21
100114,9,98
100114,8,2132
100114,1,320
100114,1,228
100070,1,1567
100070,9,284
100070,1,2953
100113,10,264
100113,1,6106
100113,33,106
100113,1,521
100113,8,429
100113,8,167
100113,2,118
100113,3,237
100113,7,44
100113,2,312
100113,33,622
100113,3,125
100113,7,56
100113,5,2813
100113,7,206
100113,4,269
100113,33,681
100113,10,213
100113,4,3970
100113,11,51
100113,2,26
100113,6,66
100113,2,3344
100113,2,34
100113,11,15266
100113,9,11810
100113,4,127
100113,3,735
100113,7,130
100113,4,63
100113,9,4985
100113,4,993
100113,2,69
100113,5,23
100113,7,3503
201149,6,1035
201149,9,2001
201149,1,960
201149,8,1157
201149,10,30
201149,8,4277
100391,11,33
100391,2,33
100391,33,1656
100391,33,113
100391,2,433
100391,1,8124
100391,7,485
100391,33,499
100391,2,686
100391,4,49
100391,10,555
100391,8,487
100391,1,61
100330,8,1458
100330,10,217
100330,31,4049
100330,7,124
100461,33,6914
100461,4,847
100461,2,7
100461,5,134
100461,4,27
100461,10,236
100461,5,158
100461,1,3337
100461,7,41
100461,1,514
100461,10,18528
100461,9,326
100461,5,1761
100461,5,10676
100461,33,329
100461,8,605
100453,5,58
100453,7,2268
100453,1,5094
100453,8,289
100453,10,21
100453,6,434
100453,8,984
100453,8,7047
100453,2,8430
100453,10,126
100453,10,1743
100453,31,779
100453,9,1100
100453,10,2575
100453,7,288
200625,4,121
200625,1,1744
200625,5,6
200625,6,230
200625,1,1003
200625,1,506
200625,11,286
200625,5,542
200625,1,323
200625,33,819
200625,4,5
200625,3,63
200625,1,174
200625,4,49
200625,5,35
200625,1,4940
200625,3,1194
200625,8,2588
200625,4,12
200625,1,189
200625,4,571
200625,5,1433
100057,9,743
100057,9,2001
100057,10,1833
100057,1,803
100057,8,136
100057,1,320
100181,33,864
100181,8,5359
100181,13,33
100181,2,285
100181,9,4767
100181,5,7471
100181,8,24
100181,33,102
100181,5,681
100181,4,12
100181,4,69
100181,4,1680
100181,5,6066
100181,8,139
100181,4,1019
100181,5,212
100181,11,87
100181,3,44
100181,10,236
100181,4,1513
100181,8,21
100181,10,730
100181,11,18
100181,5,159
100181,10,693
100181,11,2193
100181,3,409
100181,4,49
100181,6,17
100181,33,662
100181,4,1074
100181,1,1657
201361,10,379
201361,4,921
201361,7,236
201361,10,114
201361,33,186
201361,2,1963
201361,33,484
201361,33,227
201361,33,219
201361,5,2133
201361,4,97
201361,1,61
201361,33,179
201361,2,3832
201361,4,366
201361,6,93
201361,6,540
201361,3,63
201361,5,14
201361,5,41
201361,7,922
201361,5,437
201361,4,540
201361,49,1433
201361,11,176
201361,4,7
201361,5,37
201361,2,33
201361,4,125
201361,2,601
201361,4,26
201361,2,2298
201361,31,311
201361,6,299
201361,5,680
201361,4,12
201361,8,17950
201361,7,48
201393,8,6708
201393,7,718
201393,1,659
201393,1,231
201393,1,3048
201393,1,1532
201393,1,18729
201393,1,3237
201393,1,140
201393,9,461
201393,1,46
201393,1,1509
201393,9,2940
201393,10,6484
100241,9,4004
100241,8,169
100241,9,278
100241,8,172
100241,1,6535
100241,1,5977
100241,4,1243
100241,8,6508
100241,10,126
100241,1,2635
100241,9,46
100241,8,1795
100241,9,926
100241,9,1003
100241,5,2785
201214,4,993
201214,5,1365
201214,2,102
201214,2,146
201214,7,2920
201214,10,5210
201214,31,426
201214,7,328
201214,7,7875
201214,10,448
201214,8,78
201214,8,1427
201214,4,43
201214,3,17
201214,3,22
201214,2,186
201214,1,345
201214,2,1404
201214,4,175
201214,11,127
201214,3,1004
201214,4,12
201214,8,119
201214,9,1568
201214,1,10873
201214,11,3125
201214,1,1740
201214,7,22
201214,5,829
201214,4,249
201214,4,58
201214,1,2811
201214,4,5
201214,2,4
201214,4,388
201214,4,232
201214,2,285
201214,5,678
400018,33,1019
400018,4,294
